"avg_type","id","player","team","pos","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","pos_rank","tier"
"weighted","16441","Tommy DeVito","NE","QB",8.05609756097561,6.23668181006535,0.228850174216029,3.72330555097069,12.3051684108287,-278.005336979414,-264.752874396761,-300.365235193257,538,443,445,69,14
"average","17037","Gabriel, Dillon","CLE","QB",27.21,33.955267632578,0.527999999999999,5.601,48.819,-258.21,-265.079,-260.377,539,569,545,41,14
"robust","17463","Ty Simpson","LAR","QB",15.265,3.617544,0.3225,7.584,31.722,-269.135,-263.096,-277.474,539,562,551,51,20
"weighted","14057","Drew Lock","SEA","QB",7.82724738675958,2.33345237791561,0.0179790940766553,6.20613472995502,9.41703579996993,-278.23418715363,-262.270045217777,-303.253367804116,539,438,448,70,14
"average","15238","Justin Fields","KC","QB",26.682,24.8352505523902,0.0320000000000036,9.234,60.116,-258.738,-261.446,-249.08,540,554,541,42,14
"robust","16152","Anthony Richardson","IND","QB",14.9425,7.057176,0.797500000000001,8.156,25.733,-269.4575,-262.524,-283.463,540,561,555,52,20
"weighted","13119","Joshua Dobbs","DET","QB",7.80926829268293,6.27084526875583,0.267592713360289,1.09320153766838,12.0372188482733,-278.252166247707,-267.382978410064,-300.633184755812,540,448,446,71,14
"average","17466","Carson Beck","ARI","QB",26.65,0.410121933088196,3.612,26.389,26.911,-258.77,-244.291,-282.285,541,539,554,43,14
"robust","15692","Kenny Pickett","CAR","QB",14.145,0.593039999999998,0.514999999999997,8.64,27.882,-270.255,-262.04,-281.314,541,560,552,53,20
"weighted","13115","Mitch Trubisky","TEN","QB",7.54167557932264,4.94482455712686,1.65738334187972,1.36495161349109,12.8007340846182,-278.519758961067,-267.111228334241,-299.869669519467,541,446,443,72,15
"average","15241","Mac Jones","SF","QB",23.038,20.570619096177,0.0629999999999988,6.208,47.178,-262.382,-264.472,-262.018,542,566,546,44,14
"robust","12610","Wentz, Carson","MIN","QB",13.63,5.292882,0.955000000000002,10.417,16.843,-270.77,-260.263,-292.353,542,550,559,54,20
"weighted","13879","Kyle Allen","BUF","QB",5.88429223744292,4.55209861789966,0.616417672982991,0.779065340100109,8.80846537760899,-280.177142302947,-267.697114607632,-303.861938226477,542,449,450,73,15
"average","9064","Joe Flacco","CIN","QB",22.975,19.4307496853141,1.18166666666667,5.8715,40.2045,-262.445,-264.8085,-268.9915,543,567,549,45,14
"robust","10313","Andy Dalton","PHI","QB",12.675,5.307708,0.160000000000002,9.284,15.962,-271.725,-261.396,-293.234,543,553,560,55,20
"weighted","17469","Jalon Daniels","TB","QB",5.26787456445993,6.47709811566878,0.196794425087108,0.768058826178179,9.68074179628018,-280.79355997593,-267.708121121554,-302.989661807805,543,450,447,74,15
"average","10413","Tyrod Taylor","GB","QB",21.7933333333333,15.4748354864707,0.603333333333335,12.254,37.04,-263.626666666667,-258.426,-272.156,544,545,550,46,14
"robust","12140","Jameis Winston","NYG","QB",12.515,8.984556,0.309999999999999,4.92,50.094,-271.885,-265.76,-259.102,544,571,544,56,20
"weighted","17033","Jalen Milroe","SEA","QB",5.07108013937282,5.55785930012626,0.0310801393728237,1.20988453862014,8.85766708720111,-280.990354401017,-267.266295409112,-303.812736516884,544,447,449,75,15
"average","15252","Davis Mills","HOU","QB",21.19,19.4272969469936,0.376666666666665,10.492,44.6,-264.23,-260.188,-264.596,545,548,547,47,14
"robust","15252","Davis Mills","HOU","QB",12.205,1.527078,0.545,10.492,44.6,-272.195,-260.188,-264.596,545,548,547,57,20
"weighted","15693","Howell, Sam","DAL","QB",5.04,NA,0.989756097560973,NA,NA,-281.02143454039,NA,NA,545,NA,NA,76,15
"average","17034","Quinn Ewers","JAC","QB",20.8133333333333,19.8041241496142,0.66,9.22,40.27,-264.606666666667,-261.46,-268.926,546,555,548,48,14
"robust","14063","Jarrett Stidham","DEN","QB",11.66,NA,0.305,11.66,11.66,-272.74,-259.02,-297.536,546,547,567,58,21
"weighted","17040","Brady Cook","MIA","QB",4.05024390243903,5.44472221513642,0.730243902439026,0.267647703228382,7.75975019992985,-282.011190637951,-268.208532244504,-304.910653404156,546,452,451,77,15
"average","14067","Gardner Minshew","ARI","QB",20.1533333333333,8.06179467199043,0.213333333333331,12.604,27.04,-265.266666666667,-258.076,-282.156,547,543,553,49,14
"robust","15240","Trey Lance","LAC","QB",11.355,2.9652,0.164999999999999,9.06,14.442,-273.045,-261.62,-294.754,547,559,561,59,21
"weighted","13124","Rush, Cooper","ATL","QB",3.32,NA,0.397560975609756,NA,NA,-282.74143454039,NA,NA,547,NA,NA,78,15
"average","14358","Jake Browning","TB","QB",19.94,NA,0.286000000000001,19.94,19.94,-265.48,-250.74,-289.256,548,541,558,50,14
"robust","15702","Tanner McKee","PHI","QB",11.19,12.928272,0.790000000000001,2.912,20.156,-273.21,-267.768,-289.04,548,574,557,60,21
"weighted","17038","Kyle McCord","MIA","QB",2.92243902439024,3.71231060122938,2.16243902439024,0.343396161292079,5.45164786358853,-283.138995516,-268.13278378644,-307.218755740497,548,451,452,79,15
"average","12140","Jameis Winston","NYG","QB",19.654,22.086462595898,2.56066666666667,4.92,50.094,-265.766,-265.76,-259.102,549,571,544,51,14
"robust","16153","Stetson Bennett","LAR","QB",10.4,NA,0.119999999999999,10.4,10.4,-274,-260.28,-298.796,549,551,568,61,21
"weighted","17657","Green, Taylen","CLE","QB",0.76,NA,0.12,NA,NA,-285.30143454039,NA,NA,549,NA,NA,80,15
"average","17463","Ty Simpson","LAR","QB",17.0933333333333,14.8304326751897,0.510000000000002,7.584,31.722,-268.326666666667,-263.096,-277.474,550,562,551,52,14
"robust","16585","Joe Milton III","DAL","QB",10.28,NA,0.0350000000000001,10.28,10.28,-274.12,-260.4,-298.916,550,552,569,62,21
"weighted","15239","Wilson, Zach","NOS","QB",0.64,NA,0,NA,NA,-285.42143454039,NA,NA,550,NA,NA,81,15
"average","14789","Tyler Huntley","BAL","QB",16.5833333333333,5.41692101966914,0.723333333333331,12.41,21.851,-268.836666666667,-258.27,-287.345,551,544,556,53,14
"robust","16384","Tyson Bagent","CHI","QB",10.245,1.008168,1.045,5.798,12.332,-274.155,-264.882,-296.864,551,568,564,63,21
"average","15692","Kenny Pickett","CAR","QB",15.86,12.2299141452424,0.0833333333333321,8.64,27.882,-269.56,-262.04,-281.314,552,560,552,54,14
"robust","17654","Cole Payton","PHI","QB",9.2,NA,0.0524999999999984,9.2,9.2,-275.2,-261.48,-299.996,552,556,572,64,21
"average","16152","Anthony Richardson","IND","QB",15.7766666666667,10.1835766473933,2.14666666666667,8.156,25.733,-269.643333333333,-262.524,-283.463,553,561,555,55,15
"robust","17467","Cade Klubnik","NYJ","QB",9.1475,3.068982,0.00750000000000028,6.637,12.694,-275.2525,-264.043,-296.502,553,564,562,65,21
"average","12610","Wentz, Carson","MIN","QB",13.63,5.04874241767195,0.976666666666668,10.417,16.843,-271.79,-260.263,-292.353,554,550,559,56,15
"robust","17036","Will Howard","PIT","QB",9.14,NA,0.0600000000000005,9.14,9.14,-275.26,-261.54,-300.056,554,557,573,66,21
"average","10313","Andy Dalton","PHI","QB",12.6533333333333,3.71075913167822,0.993333333333334,9.284,15.962,-272.766666666667,-261.396,-293.234,555,553,560,57,15
"robust","11760","Jimmy Garoppolo","---","QB",9.08,NA,0.44,9.08,9.08,-275.32,-261.6,-300.116,555,558,574,67,21
"average","14063","Jarrett Stidham","DEN","QB",11.66,NA,0.140000000000001,11.66,11.66,-273.76,-259.02,-297.536,556,547,567,58,15
"robust","13119","Joshua Dobbs","DET","QB",8.64,1.897728,0.630000000000001,1.82,11.972,-275.76,-268.86,-297.224,556,576,566,68,21
"robust","16159","O'Connell, Aidan","LVR","QB",8.64,NA,0,8.64,8.64,-275.76,-262.04,-300.556,556,560,576,68,21
"average","15240","Trey Lance","LAC","QB",11.52,3.04414191522012,0.186666666666666,9.06,14.442,-273.9,-261.62,-294.754,557,559,561,59,15
"robust","16441","Tommy DeVito","NE","QB",8.01,6.538266,0.2,4.041,11.979,-276.39,-266.639,-297.217,557,572,565,69,21
"average","15702","Tanner McKee","PHI","QB",11.3333333333333,9.59285845477423,0.933333333333334,2.912,20.156,-274.086666666667,-267.768,-289.04,558,574,557,60,15
"robust","14057","Drew Lock","SEA","QB",7.81,2.44629,0.035000000000001,6.325,9.295,-276.59,-264.355,-299.901,558,565,571,70,21
"average","16153","Stetson Bennett","LAR","QB",10.4,NA,0.119999999999999,10.4,10.4,-275.02,-260.28,-298.796,559,551,568,61,15
"robust","13115","Mitch Trubisky","TEN","QB",7.775,4.344018,1.41,1.992,12.51,-276.625,-268.688,-296.686,559,575,563,71,21
"average","16585","Joe Milton III","DAL","QB",10.28,NA,0.526666666666667,10.28,10.28,-275.14,-260.4,-298.916,560,552,569,62,15
"robust","13879","Kyle Allen","BUF","QB",6.365,1.18608,1.145,1.29,8.76,-278.035,-269.39,-300.436,560,578,575,72,21
"average","16384","Tyson Bagent","CHI","QB",9.75333333333333,4.00970489354682,0.390000000000001,5.798,12.332,-275.666666666667,-264.882,-296.864,561,568,564,63,15
"robust","17469","Jalon Daniels","TB","QB",5.22,6.790308,0.180000000000001,1.098,9.342,-279.18,-269.582,-299.854,561,579,570,73,21
"average","17467","Cade Klubnik","NYJ","QB",9.36333333333333,3.44706155055771,0.163333333333334,6.637,12.694,-276.056666666667,-264.043,-296.502,562,564,562,64,15
"robust","15693","Howell, Sam","DAL","QB",5.04,NA,0.0099999999999989,5.04,5.04,-279.36,-265.64,-304.156,562,570,580,74,21
"average","17654","Cole Payton","PHI","QB",9.2,NA,0.0599999999999987,9.2,9.2,-276.22,-261.48,-299.996,563,556,572,65,15
"robust","17033","Jalen Milroe","SEA","QB",5.03,5.826618,1.02,1.493,8.567,-279.37,-269.187,-300.629,563,577,577,75,21
"average","17036","Will Howard","PIT","QB",9.14,NA,0.0600000000000005,9.14,9.14,-276.28,-261.54,-300.056,564,557,573,66,15
"robust","17040","Brady Cook","MIA","QB",4.01,5.70801,0.690000000000001,0.545,7.475,-280.39,-270.135,-301.721,564,582,578,76,21
"average","11760","Jimmy Garoppolo","---","QB",9.08,NA,0.44,9.08,9.08,-276.34,-261.6,-300.116,565,558,574,67,15
"robust","13124","Rush, Cooper","ATL","QB",3.32,NA,0.424999999999999,3.32,3.32,-281.08,-267.36,-305.876,565,573,581,77,21
"average","16159","O'Connell, Aidan","LVR","QB",8.64,NA,0.630000000000001,8.64,8.64,-276.78,-262.04,-300.556,566,560,576,68,15
"robust","17038","Kyle McCord","MIA","QB",2.895,3.891825,2.135,0.5325,5.2575,-281.505,-270.1475,-303.9385,566,583,579,78,22
"average","16441","Tommy DeVito","NE","QB",8.01,6.23668181006535,0.0966666666666667,4.041,11.979,-277.41,-266.639,-297.217,567,572,565,69,15
"robust","17657","Green, Taylen","CLE","QB",0.76,NA,0.12,0.76,0.76,-283.64,-269.92,-308.436,567,580,582,79,22
"average","13119","Joshua Dobbs","DET","QB",7.91333333333333,6.17625560783662,0.103333333333333,1.82,11.972,-277.506666666667,-268.86,-297.224,568,576,566,70,15
"robust","15239","Wilson, Zach","NOS","QB",0.64,NA,0,0.64,0.64,-283.76,-270.04,-308.556,568,581,583,80,22
"average","14057","Drew Lock","SEA","QB",7.81,2.33345237791561,0.0899999999999999,6.325,9.295,-277.61,-264.355,-299.901,569,565,571,71,15
"average","13115","Mitch Trubisky","TEN","QB",7.72,5.03663909103415,1.91333333333333,1.992,12.51,-277.7,-268.688,-296.686,570,575,563,72,15
"average","13879","Kyle Allen","BUF","QB",5.80666666666667,4.5785732857882,0.586666666666666,1.29,8.76,-279.613333333333,-269.39,-300.436,571,578,575,73,15
"average","17469","Jalon Daniels","TB","QB",5.22,6.47709811566878,0.180000000000001,1.098,9.342,-280.2,-269.582,-299.854,572,579,570,74,15
"average","15693","Howell, Sam","DAL","QB",5.04,NA,0.0099999999999989,5.04,5.04,-280.38,-265.64,-304.156,573,570,580,75,15
"average","17033","Jalen Milroe","SEA","QB",5.03,5.55785930012626,1.02,1.493,8.567,-280.39,-269.187,-300.629,574,577,577,76,15
"average","17040","Brady Cook","MIA","QB",4.01,5.44472221513642,0.690000000000001,0.545,7.475,-281.41,-270.135,-301.721,575,582,578,77,15
"average","13124","Rush, Cooper","ATL","QB",3.32,NA,0.424999999999999,3.32,3.32,-282.1,-267.36,-305.876,576,573,581,78,15
"average","17038","Kyle McCord","MIA","QB",2.895,3.71231060122937,2.135,0.5325,5.2575,-282.525,-270.1475,-303.9385,577,583,579,79,15
"average","17657","Green, Taylen","CLE","QB",0.76,NA,0.12,0.76,0.76,-284.66,-269.92,-308.436,578,580,582,80,15
"average","15239","Wilson, Zach","NOS","QB",0.64,NA,0,0.64,0.64,-284.78,-270.04,-308.556,579,581,583,81,15
"average","16162","Jahmyr Gibbs","DET","RB",297.085714285714,19.9989523535133,18.7507142857143,271.33,322.54,167.955714285714,162.08,175.87,1,1,1,1,1
"robust","16162","Jahmyr Gibbs","DET","RB",297.275,9.04385999999995,19.37375,271.33,322.54,169.575,162.08,175.87,1,1,1,1,1
"weighted","16162","Jahmyr Gibbs","DET","RB",296.283147632312,24.4234022939117,18.9159818941504,264.270465132466,328.126732002777,167.638509749304,156.160888851774,179.375303884135,1,1,1,1,1
"average","16161","Bijan Robinson","ATL","RB",278.335,18.1739809434624,15.7528571428572,256.7225,303.2925,149.205,147.4725,156.6225,2,2,2,2,2
"robust","16161","Bijan Robinson","ATL","RB",277.90125,6.06383400000005,15.3325,256.7225,303.2925,150.20125,147.4725,156.6225,2,2,2,2,2
"weighted","16161","Bijan Robinson","ATL","RB",277.367165738162,21.2983158329235,15.2160863509749,252.782305501762,309.773158913597,148.722527855153,144.67272922107,161.021730794955,2,2,2,2,1
"average","14802","Jonathan Taylor","IND","RB",262.582142857143,16.2408930525035,9.77785714285716,241.8975,284.4375,133.452142857143,132.6475,137.7675,3,3,3,3,2
"robust","14802","Jonathan Taylor","IND","RB",262.56875,17.9023950000001,9.51875000000001,241.8975,284.4375,134.86875,132.6475,137.7675,3,3,3,3,3
"weighted","14802","Jonathan Taylor","IND","RB",262.151079387187,19.8433538124115,8.95421309192204,240.068301224551,287.571083789261,133.506441504178,131.958724943858,138.819655670619,3,3,3,3,2
"average","13130","Christian McCaffrey","SF","RB",252.804285714286,11.4810392345276,4.60285714285712,236.41,264.75,123.674285714286,127.16,118.08,4,4,5,4,3
"robust","13130","Christian McCaffrey","SF","RB",253.05,14.025396,6.36000000000001,236.41,264.75,125.35,127.16,118.08,4,4,5,4,3
"weighted","13130","Christian McCaffrey","SF","RB",253.196866295265,13.8849447834329,7.36281337047353,233.810754734501,265.586425043878,124.552228412256,125.701178453809,116.834996925236,4,4,5,4,3
"average","12626","Derrick Henry","BAL","RB",248.201428571429,14.565491671037,10.0628571428571,232.435,267.489,119.071428571429,123.185,120.819,5,5,4,5,3
"robust","12626","Derrick Henry","BAL","RB",246.69,17.64294,9.93249999999998,232.435,267.489,118.99,123.185,120.819,5,5,4,5,4
"weighted","12626","Derrick Henry","BAL","RB",245.834052924791,16.6930989136919,7.93217270194987,231.852284993165,271.178078337653,117.189415041783,123.742708712473,122.42665021901,5,5,4,5,3
"average","15715","James Cook","BUF","RB",238.138571428571,11.3677488662318,10.21,227.31,255.12,109.008571428571,118.06,108.45,6,6,6,6,4
"robust","15715","James Cook","BUF","RB",236.7575,5.76731399999994,7.63250000000002,227.31,255.12,109.0575,118.06,108.45,6,6,6,6,5
"weighted","15715","James Cook","BUF","RB",237.901880222841,13.2206400765214,11.8149721448468,227.218449191912,259.401846128668,109.257242339833,119.10887291122,110.650418010026,6,6,6,6,4
"average","16167","De'Von Achane","MIA","RB",227.928571428571,19.3217031931896,4.01928571428573,201.94,252.24,98.7985714285714,92.69,105.57,7,9,7,7,4
"robust","16167","De'Von Achane","MIA","RB",229.125,18.90315,5.19,201.94,252.24,101.425,92.69,105.57,8,9,7,7,5
"weighted","16167","De'Von Achane","MIA","RB",226.086908077994,22.9821523024779,4.21570334261841,199.803205958138,254.895577486094,97.442270194986,91.6936296774455,106.144149367451,8,9,8,7,4
"average","13604","Saquon Barkley","PHI","RB",223.909285714286,10.2203153198957,7.70642857142855,209.9725,235.645,94.7792857142857,100.7225,88.975,9,7,10,8,5
"robust","13604","Saquon Barkley","PHI","RB",223.935,12.261102,7.43499999999997,209.9725,235.645,96.235,100.7225,88.975,9,7,10,8,6
"weighted","13604","Saquon Barkley","PHI","RB",221.871204735376,11.6411629223532,7.92719359331471,207.514980922281,237.73420269359,93.2265668523676,99.4054046415882,88.9827745749479,10,7,10,8,5
"average","16181","Chase Brown","CIN","RB",216.202857142857,13.4190669251948,4.12285714285719,199.89,232.99,87.0728571428572,90.64,86.32,11,10,11,9,5
"robust","16181","Chase Brown","CIN","RB",216.5,18.250806,5.15625000000003,199.89,232.99,88.8,90.64,86.32,12,10,11,9,7
"weighted","16181","Chase Brown","CIN","RB",213.944011142061,15.7709188079028,2.44049442896937,198.445671699267,233.9598791117,85.2993732590529,90.336095418575,85.2084509930574,12,10,13,9,5
"average","17042","Ashton Jeanty","LV","RB",212.08,27.7049995488179,0.676428571428545,191.3,249.76,82.95,82.05,103.09,13,14,8,10,5
"robust","15711","Kenneth Walker III","KC","RB",211.34375,13.49166,2.04374999999999,192.33,228.535,83.64375,83.08,81.865,13,13,15,10,7
"weighted","15711","Kenneth Walker III","KC","RB",211.503516713092,16.8211472173855,0.804909470752079,189.36954539906,229.442642999806,82.8588788300835,81.2599691183673,80.691214881164,13,13,15,10,5
"average","15711","Kenneth Walker III","KC","RB",211.403571428571,13.951115760124,3.90357142857144,192.33,228.535,82.2735714285714,83.08,81.865,14,13,15,11,5
"weighted","17042","Ashton Jeanty","LV","RB",210.69860724234,26.2392493067003,3.8182451253482,191.210974235197,254.915602382032,82.0539693593315,83.1013979545042,106.16417426339,14,12,7,11,5
"average","17044","Omarion Hampton","LAC","RB",207.5,17.5294038689283,0.699999999999989,189.4,228.72,78.37,80.15,82.05,15,15,14,12,6
"robust","17044","Omarion Hampton","LAC","RB",209.3,23.57334,3.85000000000002,189.4,228.72,81.6,80.15,82.05,15,15,14,11,7
"weighted","17044","Omarion Hampton","LAC","RB",206.880362116992,16.9109274374846,0.459888579387183,188.858422463662,230.792564462384,78.2357242339833,80.7488461829695,82.0411363437415,15,14,14,12,5
"average","15256","Javonte Williams","DAL","RB",206.8,18.3779759494891,4.27000000000001,185.78,227.18,77.67,76.53,80.51,16,17,16,13,6
"robust","15256","Javonte Williams","DAL","RB",205.45,27.87288,0.950000000000017,185.78,227.18,77.75,76.53,80.51,16,17,16,12,7
"weighted","15256","Javonte Williams","DAL","RB",206.420473537604,17.9985255179984,4.43725626740948,183.324210995456,227.928037778447,77.7758356545961,75.2146347147634,79.1766096598053,16,16,16,13,5
"robust","17042","Ashton Jeanty","LV","RB",204.5,17.7912,3.02499999999995,191.3,249.76,76.8,82.05,103.09,17,14,8,13,7
"weighted","15710","Kyren Williams","LAR","RB",201.983217270195,10.4925773535463,6.94192200557103,194.727360396483,218.173113047837,73.3385793871866,86.6177841157909,69.4216849291949,17,11,20,14,6
"average","15710","Kyren Williams","LAR","RB",202.53,10.9032449298363,7.5,194.74,217.01,73.4,85.49,70.34,18,12,19,14,6
"robust","15710","Kyren Williams","LAR","RB",201.475,1.55673000000002,6.40000000000003,194.74,217.01,73.775,85.49,70.34,18,12,19,14,8
"average","15253","Travis Etienne","NO","RB",195.03,16.2480229566554,0.0600000000000023,180.07,216.33,65.9,70.82,69.66,19,18,20,15,6
"robust","15708","Breece Hall","NYJ","RB",195.075,24.4629,1.5,172.4,218.79,67.375,63.15,72.12,19,21,18,15,8
"average","15708","Breece Hall","NYJ","RB",194.97,20.7216251775772,0.52000000000001,172.4,218.79,65.84,63.15,72.12,20,21,18,16,6
"robust","17472","Jeremiyah Love","ARI","RB",193.575,28.02114,1.17500000000001,171.48,215.59,65.875,62.23,68.92,20,23,21,16,8
"weighted","15708","Breece Hall","NYJ","RB",195.041295264624,20.9042846996634,0.755153203342587,171.17752029823,220.263789919203,66.3966573816156,63.0679440175374,71.5123618005606,20,21,18,15,6
"average","17472","Jeremiyah Love","ARI","RB",194.45,20.1570397132119,8.38999999999999,171.48,215.59,65.32,62.23,68.92,21,23,21,17,7
"robust","15253","Travis Etienne","NO","RB",192.4,12.52797,6.39999999999998,180.07,216.33,64.7,70.82,69.66,21,18,20,17,9
"weighted","15253","Travis Etienne","NO","RB",194.286142061281,15.5377979811954,0.157242339832919,179.489566587474,218.765016784478,65.641504178273,71.3799903067812,70.0135886658358,21,17,19,16,6
"weighted","17472","Jeremiyah Love","ARI","RB",194.128899721448,19.8056184019856,8.82764623955433,170.605586842015,216.429476556685,65.4842618384401,62.4960105613223,67.6780484380427,22,22,22,17,6
"average","17051","Quinshon Judkins","CLE","RB",186.06,26.9409168366632,0.340000000000003,158.8,220.5,56.93,49.55,73.83,23,32,17,18,7
"robust","17045","Cam Skattebo","NYG","RB",186,15.86382,0.949999999999989,172.28,197.58,58.3,63.03,50.91,23,22,30,18,9
"weighted","17045","Cam Skattebo","NYG","RB",185.301253481894,11.6746923359846,0.328551532033401,171.557007832217,197.596073064336,56.6566155988857,63.4474315515245,48.844644945694,23,20,32,18,7
"average","17045","Cam Skattebo","NYG","RB",185.72,11.7935151672434,1.06999999999999,172.28,197.58,56.59,63.03,50.91,24,22,30,19,7
"weighted","17051","Quinshon Judkins","CLE","RB",184.972701949861,25.769402179964,1.66371866295265,155.791398602886,224.30387830561,56.3280640668523,47.6818223221941,75.5524501869678,24,31,17,19,7
"average","16598","Bucky Irving","TB","RB",184.65,21.8891240117096,5.39000000000001,167.68,213.84,55.52,58.43,67.17,25,24,22,20,7
"robust","17051","Quinshon Judkins","CLE","RB",185.05,21.79422,4.25,158.8,220.5,57.35,49.55,73.83,25,32,17,19,9
"weighted","16598","Bucky Irving","TB","RB",183.308983286908,21.0468202964652,3.40508356545956,167.721825228892,216.522248250497,54.6643454038997,59.6122489482,67.7708201318543,25,24,21,20,7
"robust","16598","Bucky Irving","TB","RB",180.8,11.1195,1.45000000000002,167.68,213.84,53.1,58.43,67.17,27,24,22,20,9
"weighted","14797","D'Andre Swift","CHI","RB",179.903899721449,15.1544151162625,4.66803621169919,159.299820321983,200.338249646849,51.2592618384401,51.190244041291,51.5868215282065,28,26,28,21,7
"average","14797","D'Andre Swift","CHI","RB",179.26,15.6522522341036,3.94999999999999,161.48,197.7,50.13,52.23,51.03,29,28,29,21,8
"robust","14797","D'Andre Swift","CHI","RB",179.35,5.63388000000002,4.02499999999998,161.48,197.7,51.65,52.23,51.03,30,28,29,21,10
"robust","17052","Bhayshul Tuten","JAC","RB",175.325,9.19212000000002,7.07500000000002,165.87,183.26,47.625,56.62,36.59,32,25,41,22,10
"average","17052","Bhayshul Tuten","JAC","RB",175.31,8.38148256575173,5.69,165.87,183.26,46.18,56.62,36.59,33,25,41,22,8
"weighted","17052","Bhayshul Tuten","JAC","RB",175.235863509749,8.50118358297918,6.47597493036213,165.628342938616,183.270356520783,46.5912256267409,57.5187666579233,34.5189284021411,33,25,41,22,8
"average","17473","Jadarian Price","SEA","RB",169.62,15.5263324709991,0.539999999999992,152.44,186.18,40.49,43.19,39.51,38,40,38,23,8
"robust","17473","Jadarian Price","SEA","RB",168.25,21.79422,1.89999999999998,152.44,186.18,40.55,43.19,39.51,38,40,38,23,11
"weighted","17473","Jadarian Price","SEA","RB",168.759888579387,15.3499806793839,0.429387186629526,150.584087310357,186.238642169505,40.1152506963788,42.4745110296647,37.4872140508629,38,38,40,23,8
"average","14071","David Montgomery","HOU","RB",169.08,13.5848076909465,3.46000000000001,157.12,187.26,39.95,47.87,40.59,39,35,36,24,8
"robust","14071","David Montgomery","HOU","RB",166.35,7.85778000000002,6.70000000000005,157.12,187.26,38.65,47.87,40.59,39,35,36,24,11
"weighted","14071","David Montgomery","HOU","RB",168.330501392758,12.9124197412324,4.12130919220056,156.328236764641,189.598525453893,39.6858635097493,48.218660483949,40.8470973352507,39,30,36,24,8
"average","17043","TreVeyon Henderson","NE","RB",165.62,21.2755023442456,17.59,150.88,194.9,36.49,41.63,48.23,40,43,31,25,9
"weighted","17043","TreVeyon Henderson","NE","RB",164.209192200557,20.1862257315264,15.3287604456824,150.200485185835,199.222881293123,35.5645543175487,42.0909089051426,50.4714531744811,40,40,30,25,9
"robust","17043","TreVeyon Henderson","NE","RB",159.65,9.6369,10.675,150.88,194.9,31.95,41.63,48.23,45,43,31,25,12
"robust","15259","Rhamondre Stevenson","NE","RB",148.975,11.04537,2.72499999999999,125.9,167.81,21.275,16.65,21.14,55,71,57,26,12
"average","15259","Rhamondre Stevenson","NE","RB",148.03,18.0450339428886,1.19,125.9,167.81,18.9,16.65,21.14,58,71,57,26,9
"weighted","15259","Rhamondre Stevenson","NE","RB",148.880431754875,17.3412823752764,1.4223537604457,123.636339675061,169.767656510555,20.2357938718663,15.5267633943684,21.0162283919132,58,74,57,26,9
"robust","14823","Rico Dowdle","PIT","RB",146.25,12.67623,0.75,118.17,161.57,18.55,8.92,14.9,60,88,65,27,12
"weighted","14800","J.K. Dobbins","DEN","RB",147.458077994429,14.0091833690739,1.7260445682451,128.656810041927,160.051233329551,18.8134401114206,20.5472337612348,11.2998052109083,61,66,70,27,9
"average","14800","J.K. Dobbins","DEN","RB",146.84,14.1020565876045,0.719999999999999,129.5,159.34,17.71,20.25,12.67,62,66,70,27,9
"robust","14800","J.K. Dobbins","DEN","RB",145.5,8.15429999999996,4.40000000000001,129.5,159.34,17.8,20.25,12.67,63,66,70,28,13
"robust","15742","Jaylen Warren","PIT","RB",145.5,16.90164,0,132.4,157.88,17.8,23.15,11.21,63,62,74,28,13
"average","14073","Josh Jacobs","GB","RB",146.12,47.9884569453947,0.960000000000008,100.7,206.54,16.99,-8.55000000000001,59.87,66,125,25,28,9
"weighted","15742","Jaylen Warren","PIT","RB",145.732033426184,11.9534104510277,1.46427576601673,132.446651456201,158.467576467363,17.0873955431755,24.3370751755083,9.71614834872113,66,60,75,28,9
"average","15742","Jaylen Warren","PIT","RB",145.16,12.0808940066537,0.629999999999995,132.4,157.88,16.03,23.15,11.21,68,62,74,29,9
"average","14823","Rico Dowdle","PIT","RB",144.53,20.2759894949667,3.13,118.17,161.57,15.4,8.92,14.9,69,88,65,30,9
"weighted","14823","Rico Dowdle","PIT","RB",144.267757660167,20.1224346662918,0.888509749303608,115.799170308456,161.829696733841,15.6231197771588,7.68959402776404,13.0782686151989,69,89,67,29,9
"robust","14085","Tony Pollard","TEN","RB",141.1,18.82902,1.99999999999997,125.78,155.88,13.4,16.53,9.21000000000001,73,73,78,29,13
"weighted","14073","Josh Jacobs","GB","RB",143.379247910864,46.4226537677179,1.41852367688026,99.9018476207686,211.463896627108,14.7346100278552,-8.20772865992376,62.712468508466,73,115,24,30,9
"weighted","14085","Tony Pollard","TEN","RB",141.960724233983,13.312914901103,2.82040389972144,124.880352868516,157.356642559557,13.3160863509749,16.7707765878238,8.60521444091484,77,70,79,31,10
"average","14085","Tony Pollard","TEN","RB",141.4,13.3144658172981,2.31,125.78,155.88,12.27,16.53,9.21000000000001,79,73,78,31,9
"robust","14073","Josh Jacobs","GB","RB",139.1,48.03624,1.90000000000003,100.7,206.54,11.4,-8.55000000000001,59.87,79,125,25,30,13
"average","15261","Chuba Hubbard","CAR","RB",139.09,7.49361394788922,5.65000000000001,133.05,149.09,9.96000000000001,23.8,2.42000000000002,83,61,93,32,10
"weighted","15261","Chuba Hubbard","CAR","RB",139.140320334262,7.44576119823269,5.91427576601669,133.094423076464,150.404606346731,10.4956824512535,24.9848467957721,1.65317822808831,83,59,95,32,10
